Unnamed: 0,age,gender,height,weight,Fitbit.Steps_LE,Fitbit.Heart_LE,Fitbit.Calories_LE,Fitbit.Distance_LE,EntropyFitbitHeartPerDay_LE,EntropyFitbitStepsPerDay_LE,RestingFitbitHeartrate_LE,CorrelationFitbitHeartrateSteps_LE,NormalizedFitbitHeartrate_LE,FitbitIntensity_LE,SDNormalizedFitbitHR_LE,FitbitStepsXDistance_LE,activity_trimmed
3543,29,0,159,55,3.96172248803828,46.3461166690832,79,205.246411483254,6.20945336562895,3.57604542570886,10,1,36.3461166690832,0.200807274414824,5.52479245055735,813.129323962363,Self Pace walk
3544,29,0,159,55,3.56937799043062,44.521337779711,69,216.397129186603,6.20945336562895,3.57604542570886,10,0.958454967847203,34.521337779711,0.190725623092326,8.27741412621302,772.403150111032,Self Pace walk
3545,29,0,159,55,3.17703349282297,42.6965588903388,65,227.547846889952,6.20945336562895,3.57604542570886,10,0.882399976392268,32.6965588903388,0.180643971769827,7.65047504969029,722.92713078913,Self Pace walk
3546,29,0,159,55,2.78468899521531,40.8717800009666,65,238.698564593301,6.20945336562895,3.57604542570886,10,-0.233567610571141,30.8717800009666,0.170562320447329,29.9848773690391,664.701265996658,Self Pace walk
3547,29,0,159,55,2.39234449760766,39.0470011115944,46,249.849282296651,6.20945336562895,3.57604542570886,10,-0.231930438509516,29.0470011115944,0.160480669124831,30.0071369221465,597.725555733614,Lying
3548,29,0,159,55,2,37.2222222222222,2.5,261,6.20945336562895,3.57604542570886,10,-0.134898287928278,27.2222222222222,0.150399017802333,31.6031717668316,522,Lying
3549,29,0,159,55,1,23,2.5,1,6.20945336562895,3.57604542570886,10,-0.217720311892348,13,0.0718232044198895,33.1361607024329,1,Lying
3550,29,0,159,55,1,38.0909090909091,1,1,6.20945336562895,3.57604542570886,10,-0.13050852394981,28.0909090909091,0.155198392767454,35.2413319446482,1,Lying
3551,29,0,159,55,1,132.222222222222,1,1,6.20945336562895,3.57604542570886,10,-0.0907065067338647,122.222222222222,0.67526089625537,35.9531073812611,1,Lying
3552,29,0,159,55,1,45.5,2,1,6.20945336562895,3.57604542570886,10,-0.0599863403594168,35.5,0.196132596685083,36.3315790045719,1,Running 3 METs
3566,29,0,159,55,1,161.1,2.5,1,6.20945336562895,3.57604542570886,10,0.269561352107324,151.1,0.834806629834254,60.1567551104176,1,Lying
3567,29,0,159,55,1,154.333333333333,1,1,6.20945336562895,3.57604542570886,10,0.243801012441844,144.333333333333,0.797421731123387,60.9748883434322,1,Lying
3568,29,0,159,55,1,148,1,1,6.20945336562895,3.57604542570886,10,0.231165247329226,138,0.762430939226519,50.6507987965075,1,Lying
3569,29,0,159,55,1,146,39,1,6.20945336562895,3.57604542570886,10,0.177639908629482,136,0.751381215469613,28.6214290398182,1,Running 5 METs
3570,29,0,159,55,1,160.666666666667,71,1,6.20945336562895,3.57604542570886,10,0.13637081401999,150.666666666667,0.83241252302026,9.34882678598185,1,Running 5 METs
3571,29,0,159,55,102,159.111111111111,83,151,6.20945336562895,3.57604542570886,10,0.283025277066832,149.111111111111,0.823818293431552,9.05362237169892,15402,Running 5 METs
3572,29,0,159,55,1,145.7,94.5,1,6.20945336562895,3.57604542570886,10,0.384355499754561,135.7,0.749723756906077,9.15756003516828,1,Running 5 METs
3573,29,0,159,55,80,141.666666666667,94.5,42,6.20945336562895,3.57604542570886,10,0.0918093517385992,131.666666666667,0.727440147329652,9.31237485502857,3360,Running 5 METs
3574,29,0,159,55,1,136.857142857143,95.5,1,6.20945336562895,3.57604542570886,10,0.0963928654623344,126.857142857143,0.700868192580901,9.29708912518941,1,Running 5 METs
3575,29,0,159,55,1,136.7,97.5,1,6.20945336562895,3.57604542570886,10,0.2762270126471,126.7,0.7,7.15165974487944,1,Running 5 METs
3576,29,0,159,55,1,136.444444444444,95.5,1,6.20945336562895,3.57604542570886,10,-0.179927075802591,126.444444444444,0.698588090853282,4.36916938052013,1,Running 5 METs
3577,29,0,159,55,1,136,95.5,1,6.20945336562895,3.57604542570886,10,-0.185656131159868,126,0.696132596685083,4.51251230893622,1,Running 5 METs
3578,29,0,159,55,163,137.875,97.5,249,6.20945336562895,3.57604542570886,10,-0.245416658482751,127.875,0.706491712707182,4.7112949692026,40587,Running 5 METs
3579,29,0,159,55,1,145.363636363636,97.5,1,6.20945336562895,3.57604542570886,10,-0.31661082678963,135.363636363636,0.747865394274232,4.68503748787232,1,Running 5 METs
3580,29,0,159,55,1,144,95.5,1,6.20945336562895,3.57604542570886,10,-0.104825748102869,134,0.740331491712707,4.49513778349708,1,Running 5 METs
3581,29,0,159,55,1,146.555555555556,83,1,6.20945336562895,3.57604542570886,10,-0.236761410952388,136.555555555556,0.754450583179867,4.31000034938971,1,Sitting
3582,29,0,159,55,1,146.75,56.5,1,6.20945336562895,3.57604542570886,10,0.00750888916038859,136.75,0.755524861878453,17.0089527530716,1,Sitting
3583,29,0,159,55,1,145.111111111111,4,1,6.20945336562895,3.57604542570886,10,0.0363313306603892,135.111111111111,0.74647022713321,44.9568136553388,1,Sitting
3584,29,0,159,55,1,146.166666666667,2.5,1,6.20945336562895,3.57604542570886,10,0.0515294904173851,136.166666666667,0.752302025782691,58.204140678413,1,Sitting
3585,29,0,159,55,149,147,3.5,232,6.20945336562895,3.57604542570886,10,0.0949629983996901,137,0.756906077348066,64.8693438373649,34568,Sitting
3586,29,0,159,55,20,150.1,38,301,6.20945336562895,3.57604542570886,10,0.168207872703783,140.1,0.774033149171271,68.464684279446,6020,Running 7 METs
3587,29,0,159,55,17,92.5555555555556,95.5,296,6.20945336562895,3.57604542570886,10,0.260204800613471,82.5555555555556,0.456108041743401,68.5900847479963,5032,Running 7 METs
3588,29,0,159,55,19,8.77777777777778,90,300,6.20945336562895,3.57604542570886,10,0.387040350882082,-1.22222222222222,-0.0067526089625537,64.2016958532146,5700,Running 7 METs
3589,29,0,159,55,22,6.6,18,304,6.20945336562895,3.57604542570886,10,0.476461802290574,-3.4,-0.0187845303867403,61.1662272152277,6688,Running 7 METs
3590,29,0,159,55,20,13.2,23.5,301,6.20945336562895,3.57604542570886,10,0.536885990969761,3.2,0.0176795580110497,63.7612862781104,6020,Running 7 METs
3591,29,0,159,55,17,8.9,23.5,296,6.20945336562895,3.57604542570886,10,0.475795592339844,-1.1,-0.00607734806629834,63.0808799135478,5032,Running 7 METs
3592,29,0,159,55,19,11.625,24.5,300,6.20945336562895,3.57604542570886,10,0.370297790964089,1.625,0.00897790055248619,67.7758335035348,5700,Running 7 METs
3593,29,0,159,55,17,40.6666666666667,24.5,296,6.20945336562895,3.57604542570886,10,0.342211844341606,30.6666666666667,0.169429097605893,64.8877262476956,5032,Running 7 METs
3594,29,0,159,55,13,122.727272727273,24.5,291,6.20945336562895,3.57604542570886,10,1,112.727272727273,0.62280261175289,64.5003183839295,3783,Running 7 METs
3595,29,0,159,55,168,162.555555555556,25.5,257,6.20945336562895,3.57604542570886,10,1,152.555555555556,0.842848373235116,64.8469650560719,43176,Running 7 METs
3596,29,0,159,55,1,145.6,26.5,1,6.20945336562895,3.57604542570886,10,1,135.6,0.749171270718232,64.7241530844838,1,Running 7 METs
3597,29,0,159,55,1,143.571428571429,26.5,1,6.20945336562895,3.57604542570886,10,1,133.571428571429,0.737963693764801,64.9016345688016,1,Running 7 METs
3598,29,0,159,55,1,89.2857142857145,15.5,1,6.20945336562895,3.57604542570886,10,1,79.2857142857145,0.438042620363064,67.353026287129,1,Running 7 METs
