Unnamed: 0,age,gender,height,weight,Fitbit.Steps_LE,Fitbit.Heart_LE,Fitbit.Calories_LE,Fitbit.Distance_LE,EntropyFitbitHeartPerDay_LE,EntropyFitbitStepsPerDay_LE,RestingFitbitHeartrate_LE,CorrelationFitbitHeartrateSteps_LE,NormalizedFitbitHeartrate_LE,FitbitIntensity_LE,SDNormalizedFitbitHR_LE,FitbitStepsXDistance_LE,activity_trimmed
1354,18,1,183,70.3,1.15789473684211,75.5980785296575,36,15.7894736842105,5.07630453185925,4.92071874902894,45.3596552570237,1,30.2384232726338,0.193043646081414,15.8362782690212,18.2825484764543,Lying
1355,18,1,183,70.3,10.6315789473684,77.3673577884105,2.5,15.6842105263158,5.07630453185925,4.92071874902894,45.3596552570237,1,32.0077025313868,0.204338815672978,14.7032955083795,166.747922437673,Lying
1356,18,1,183,70.3,10.4463562753036,76.7141393694026,1,15.4018218623482,5.07630453185925,4.92071874902894,45.3596552570237,1,31.3544841123789,0.200168635761285,12.7474790488531,160.89291846285,Lying
1357,18,1,183,70.3,10.2611336032389,76.0609209503947,1,15.1194331983806,5.07630453185925,4.92071874902894,45.3596552570237,1,30.701265693371,0.195998455849591,9.53901931465206,155.142524053828,Lying
1358,18,1,183,70.3,10.0759109311741,75.4077025313868,1,14.837044534413,5.07630453185925,4.92071874902894,45.3596552570237,0.0146084578657661,30.0480472743631,0.191828275937898,1.7075695711432,149.496739210608,Lying
1359,18,1,183,70.3,9.89068825910931,74.7544841123789,3.5,14.5546558704453,5.07630453185925,4.92071874902894,45.3596552570237,1,29.3948288553552,0.187658096026204,1.97771697761225,143.95556393319,Sitting
1360,18,1,183,70.3,9.70546558704453,74.101265693371,1,14.2722672064777,5.07630453185925,4.92071874902894,45.3596552570237,1,28.7416104363473,0.183487916114511,1.97771697761225,138.518998221574,Sitting
1361,18,1,183,70.3,9.52024291497976,73.4480472743631,1,13.9898785425101,5.07630453185925,4.92071874902894,45.3596552570237,1,28.0883920173394,0.179317736202817,1.97771697761225,133.187042075759,Sitting
1362,18,1,183,70.3,9.33502024291498,72.7948288553552,1,13.7074898785425,5.07630453185925,4.92071874902894,45.3596552570237,1,27.4351735983315,0.175147556291124,1.97771697761225,127.959695495747,Sitting
1363,18,1,183,70.3,9.1497975708502,72.1416104363473,1,13.4251012145749,5.07630453185925,4.92071874902894,45.3596552570237,1,26.7819551793236,0.170977376379431,1.97771697761225,122.836958481536,Sitting
1364,18,1,183,70.3,8.96457489878543,71.4883920173394,1,13.1427125506073,5.07630453185925,4.92071874902894,45.3596552570237,1,26.1287367603157,0.166807196467737,1.97771697761225,117.818831033126,Sitting
1365,18,1,183,70.3,8.77935222672065,70.8351735983315,35,12.8603238866397,5.07630453185925,4.92071874902894,45.3596552570237,1,25.4755183413078,0.162637016556044,1.97771697761225,112.905313150519,Self Pace walk
1366,18,1,183,70.3,8.59412955465587,70.1819551793236,58.5,12.5779352226721,5.07630453185925,4.92071874902894,45.3596552570237,1,24.8222999223,0.15846683664435,1.97771697761225,108.096404833713,Self Pace walk
1367,18,1,183,70.3,8.40890688259109,69.5287367603157,58.5,12.2955465587045,5.07630453185925,4.92071874902894,45.3596552570237,1,24.1690815032921,0.154296656732657,1.97771697761225,103.392106082709,Self Pace walk
1368,18,1,183,70.3,8.22368421052632,68.8755183413078,58.5,12.0131578947368,5.07630453185925,4.92071874902894,45.3596552570237,1,23.5158630842842,0.150126476820963,1.97771697761225,98.7924168975069,Self Pace walk
1369,18,1,183,70.3,8.03846153846154,68.2222999223,56.5,11.7307692307692,5.07630453185925,4.92071874902894,45.3596552570237,1,22.8626446652763,0.14595629690927,1.97771697761225,94.2973372781065,Self Pace walk
1370,18,1,183,70.3,7.85323886639676,67.5690815032921,58.5,11.4483805668016,5.07630453185925,4.92071874902894,45.3596552570237,1,22.2094262462684,0.141786116997577,1.97771697761225,89.9068672245079,Self Pace walk
1371,18,1,183,70.3,7.66801619433198,66.9158630842842,58.5,11.165991902834,5.07630453185925,4.92071874902894,45.3596552570237,1,21.5562078272605,0.137615937085883,1.97771697761225,85.621006736711,Self Pace walk
1372,18,1,183,70.3,7.48279352226721,66.2626446652763,56.5,10.8836032388664,5.07630453185925,4.92071874902894,45.3596552570237,1,20.9029894082526,0.13344575717419,1.97771697761225,81.4397558147159,Self Pace walk
1373,18,1,183,70.3,7.29757085020243,65.6094262462684,58.5,10.6012145748988,5.07630453185925,4.92071874902894,45.3596552570237,1,20.2497709892447,0.129275577262496,1.97771697761225,77.3631144585225,Self Pace walk
1374,18,1,183,70.3,7.11234817813765,64.9562078272605,58.5,10.3188259109312,5.07630453185925,4.92071874902894,45.3596552570237,1,19.5965525702368,0.125105397350803,1.97771697761225,73.3910826681309,Self Pace walk
1375,18,1,183,70.3,6.92712550607287,64.3029894082526,58.5,10.0364372469636,5.07630453185925,4.92071874902894,45.3596552570237,1,18.9433341512289,0.120935217439109,1.97771697761225,69.5236604435411,Lying
1376,18,1,183,70.3,6.7419028340081,63.6497709892447,36,9.75404858299595,5.07630453185925,4.92071874902894,45.3596552570237,1,18.290115732221,0.116765037527416,1.97771697761225,65.7608477847531,Lying
1377,18,1,183,70.3,6.55668016194332,62.9965525702368,1,9.47165991902834,5.07630453185925,4.92071874902894,45.3596552570237,1,17.6368973132131,0.112594857615723,1.97771697761225,62.1026446917668,Lying
1378,18,1,183,70.3,6.37145748987854,62.3433341512289,1,9.18927125506073,5.07630453185925,4.92071874902894,45.3596552570237,1,16.9836788942052,0.108424677704029,1.97771697761225,58.5490511645823,Lying
